BL-SRGA/112271;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;900,00;5,36;4 824,00
BL-SRGA/112270;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;800,00;0,90;720,00
BL-SRGA/112270;A14156;A14156 ‐ U Wire 2mm ‐ F2X;800,00;1,72;1 376,00
BL-SRGA/112270;A14153;A14153 ‐ U Wire 2mm ‐ F2X;800,00;2,12;1 696,00
BL-SRGA/112270;A14151;A14151 ‐ U Wire 2mm ‐ F2X;800,00;1,61;1 288,00
BL-SRGA/112270;A14155;A14155 ‐ U Wire 2mm ‐ F2X;800,00;1,63;1 304,00
BL-SRGA/112270;A14154;A14154 ‐ Formed Wire ‐ F2X;800,00;0,87;696,00
BL-SRGA/112269;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112268;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112267;A14158;A14158 ‐ Central wire 2mm ‐ F2X;750,00;0,85;637,50
BL-SRGA/112267;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;400,00;1,26;504,00
BL-SRGA/112267;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112267;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;400,00;1,36;544,00
BL-SRGA/112267;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;400,00;1,78;712,00
BL-SRGA/112267;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;400,00;1,78;712,00
BL-SRGA/112267;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;2 250,00;1,00;2 250,00
BL-SRGA/112267;A14156;A14156 ‐ U Wire 2mm ‐ F2X;1 450,00;1,72;2 494,00
BL-SRGA/112267;A14155;A14155 ‐ U Wire 2mm ‐ F2X;750,00;1,63;1 222,50
BL-SRGA/112267;A14154;A14154 ‐ Formed Wire ‐ F2X;750,00;0,87;652,50
BL-SRGA/112267;A14153;A14153 ‐ U Wire 2mm ‐ F2X;750,00;2,12;1 590,00
BL-SRGA/112267;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;2 200,00;0,90;1 980,00
BL-SRGA/112267;A14151;A14151 ‐ U Wire 2mm ‐ F2X;750,00;1,61;1 207,50
BL-SRGA/112266;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112265;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112264;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112263;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112262;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112261;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112261;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112261;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;1 000,00;1,00;1 000,00
BL-SRGA/112261;A14158;A14158 ‐ Central wire 2mm ‐ F2X;250,00;0,85;212,50
BL-SRGA/112261;A14156;A14156 ‐ U Wire 2mm ‐ F2X;500,00;1,72;860,00
BL-SRGA/112261;A14155;A14155 ‐ U Wire 2mm ‐ F2X;200,00;1,63;326,00
BL-SRGA/112261;A14154;A14154 ‐ Formed Wire ‐ F2X;2 000,00;0,87;1 740,00
BL-SRGA/112261;A14153;A14153 ‐ U Wire 2mm ‐ F2X;700,00;2,12;1 484,00
BL-SRGA/112261;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;700,00;0,90;630,00
BL-SRGA/112261;A14151;A14151 ‐ U Wire 2mm ‐ F2X;250,00;1,61;402,50
BL-SRGA/112261;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112261;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;200,00;1,26;252,00
BL-SRGA/112261;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;200,00;1,36;272,00
BL-SRGA/112260;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112259;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;900,00;5,36;4 824,00
BL-SRGA/112259;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112257;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;2 000,00;0,90;1 800,00
BL-SRGA/112257;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;900,00;5,36;4 824,00
BL-SRGA/112257;A14151;A14151 ‐ U Wire 2mm ‐ F2X;1 000,00;1,61;1 610,00
BL-SRGA/112257;A14155;A14155 ‐ U Wire 2mm ‐ F2X;800,00;1,63;1 304,00
BL-SRGA/112257;A14156;A14156 ‐ U Wire 2mm ‐ F2X;864,00;1,72;1 486,08
BL-SRGA/112256;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112255;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;200,00;1,26;252,00
BL-SRGA/112255;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112255;A14151;A14151 ‐ U Wire 2mm ‐ F2X;300,00;1,61;483,00
BL-SRGA/112255;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;950,00;0,90;855,00
BL-SRGA/112255;A14155;A14155 ‐ U Wire 2mm ‐ F2X;400,00;1,63;652,00
BL-SRGA/112255;A14156;A14156 ‐ U Wire 2mm ‐ F2X;600,00;1,72;1 032,00
BL-SRGA/112255;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112255;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112255;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;200,00;1,36;272,00
BL-SRGA/112258;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112254;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112253;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;591,00;5,36;3 167,76
BL-SRGA/112251;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112252;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112252;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;1 500,00;0,90;1 350,00
BL-SRGA/112252;A14151;A14151 ‐ U Wire 2mm ‐ F2X;150,00;1,61;241,50
BL-SRGA/112252;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;200,00;1,26;252,00
BL-SRGA/112252;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;200,00;1,36;272,00
BL-SRGA/112252;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;200,00;1,78;356,00
BL-SRGA/112252;A14155;A14155 ‐ U Wire 2mm ‐ F2X;250,00;1,63;407,50
BL-SRGA/112252;A14154;A14154 ‐ Formed Wire ‐ F2X;800,00;0,87;696,00
BL-SRGA/112252;A14153;A14153 ‐ U Wire 2mm ‐ F2X;1 000,00;2,12;2 120,00
BL-SRGA/112250;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;450,00;1,00;450,00
BL-SRGA/112250;A14153;A14153 ‐ U Wire 2mm ‐ F2X;500,00;2,12;1 060,00
BL-SRGA/112247;A14153;A14153 ‐ U Wire 2mm ‐ F2X;500,00;2,12;1 060,00
BL-SRGA/112247;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;3 000,00;0,90;2 700,00
BL-SRGA/112247;A14151;A14151 ‐ U Wire 2mm ‐ F2X;1 000,00;1,61;1 610,00
BL-SRGA/112247;A14156;A14156 ‐ U Wire 2mm ‐ F2X;2 000,00;1,72;3 440,00
BL-SRGA/112247;A14154;A14154 ‐ Formed Wire ‐ F2X;1 000,00;0,87;870,00
BL-SRGA/112247;A14155;A14155 ‐ U Wire 2mm ‐ F2X;1 000,00;1,63;1 630,00
BL-SRGA/112248;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;500,00;5,36;2 680,00
BL-SRGA/112247;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112247;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;550,00;1,00;550,00
BL-SRGA/112247;A14158;A14158 ‐ Central wire 2mm ‐ F2X;1 000,00;0,85;850,00
BL-SRGA/112246;A14975;A14975 ‐ Wire frame Modified ‐ F2X;82,00;43,42;3 560,44
BL-SRGA/112245;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112245;A14156;A14156 ‐ U Wire 2mm ‐ F2X;2 000,00;1,72;3 440,00
BL-SRGA/112245;A14154;A14154 ‐ Formed Wire ‐ F2X;700,00;0,87;609,00
BL-SRGA/112245;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;800,00;0,90;720,00
BL-SRGA/112245;A14151;A14151 ‐ U Wire 2mm ‐ F2X;300,00;1,61;483,00
BL-SRGA/112245;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;320,00;5,36;1 715,20
BL-SRGA/112244;A14154;A14154 ‐ Formed Wire ‐ F2X;400,00;0,87;348,00
BL-SRGA/112244;A14153;A14153 ‐ U Wire 2mm ‐ F2X;400,00;2,12;848,00
BL-SRGA/112244;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;600,00;0,90;540,00
BL-SRGA/112244;A14151;A14151 ‐ U Wire 2mm ‐ F2X;400,00;1,61;644,00
BL-SRGA/112244;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;400,00;5,36;2 144,00
BL-SRGA/112244;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112244;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;100,00;1,00;100,00
BL-SRGA/112244;A14158;A14158 ‐ Central wire 2mm ‐ F2X;100,00;0,85;85,00
BL-SRGA/112244;A14156;A14156 ‐ U Wire 2mm ‐ F2X;200,00;1,72;344,00
BL-SRGA/112244;A14155;A14155 ‐ U Wire 2mm ‐ F2X;400,00;1,63;652,00
BL-SRGA/112249;A14975;A14975 ‐ Wire frame Modified ‐ F2X;80,00;43,42;3 473,60
BL-SRGA/112243;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112242;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112242;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;500,00;5,36;2 680,00
BL-SRGA/112241;A14151;A14151 ‐ U Wire 2mm ‐ F2X;300,00;1,61;483,00
BL-SRGA/112241;A14153;A14153 ‐ U Wire 2mm ‐ F2X;700,00;2,12;1 484,00
BL-SRGA/112241;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112241;A14156;A14156 ‐ U Wire 2mm ‐ F2X;300,00;1,72;516,00
BL-SRGA/112241;A14155;A14155 ‐ U Wire 2mm ‐ F2X;800,00;1,63;1 304,00
BL-SRGA/112240;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;700,00;0,90;630,00
BL-SRGA/112240;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112240;A14154;A14154 ‐ Formed Wire ‐ F2X;500,00;0,87;435,00
BL-SRGA/112239;A14975;A14975 ‐ Wire frame Modified ‐ F2X;83,00;43,42;3 603,86
BL-SRGA/112238;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112237;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112236;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112235;A14975;A14975 ‐ Wire frame Modified ‐ F2X;165,00;43,42;7 164,30
BL-SRGA/112234;A14151;A14151 ‐ U Wire 2mm ‐ F2X;1 500,00;1,61;2 415,00
BL-SRGA/112234;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;120,00;1,78;213,60
BL-SRGA/112234;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;120,00;1,26;151,20
BL-SRGA/112234;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;120,00;1,36;163,20
BL-SRGA/112234;A14156;A14156 ‐ U Wire 2mm ‐ F2X;1 000,00;1,72;1 720,00
BL-SRGA/112234;A14153;A14153 ‐ U Wire 2mm ‐ F2X;1 000,00;2,12;2 120,00
BL-SRGA/112234;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;120,00;1,78;213,60
BL-SRGA/112234;A14155;A14155 ‐ U Wire 2mm ‐ F2X;1 000,00;1,63;1 630,00
BL-SRGA/112233;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;1 500,00;5,36;8 040,00
===END===

===factures_fournisseurs===
numeroFacture;dateFacture;codeFournisseur;raisonSocialeFournisseur;dateEcheance;montantHT;montantTVA;montantTTC;statut;infoLibre;notes
facture de test;2025-12-31;T0002;Fournisseur test;2026-03-31;10 000,00;20,00;10 020,00;ENREGISTREE;;
facture de test;2025-12-31;T0002;Fournisseur test;2026-03-31;10 000,00;2 152,00;12 152,00;ENREGISTREE;;
===END===

===reglements_fournisseurs===
dateReglement;numeroFacture;codeFournisseur;raisonSocialeFournisseur;montant;modePaiement;reference;infoLibre;notes;statut
===END===

===parametres===
nomEntreprise;adresseEntreprise;villeEntreprise;telephoneEntreprise;emailEntreprise;ice;rc;rcLieu;if;tp;cnss;infoLibre;tvaDefaut;prefixeFacture;numeroFactureDepart;prefixeBL;numeroBLDepart
S R G A;Firdaous, Lotis 57 n°6;AI SEBAA;;srga@gagnebin.ma;003751183000027;683857;Casa;68297104;30303147;;;20,00;SRGA/2025/000;12,00;BL-SRGA/;112 233,00
===END===

